dataset_dir: /datasets/
dataset_name: ImageNet
global_batch_size: 64
workers: 6
resolution: 256
channels: 3
ms_patch_size: 1_2_3_4_5_6_8_10_13_16
importance: (1, 1, 1, 2, 2, 2, 3, 3, 5, 5)
max_patch_size: 16
codebook_size: 4096
codebook_dim: 16
project_dim: 8
pq: 1
L: 4
chunks: 2
alpha: 1.0
beta: 1.0
gamma: 0.5
disc_weight: 0.4
lecam_loss_weight: 0.001
disc_cr_loss_weight: 4.0
VQ: fsq
use_multiscale: False
transplant_epochs: 2
refinement_epochs: 5
eval_epochs: 1
disc_epoch: 1
lr_transplant: 0.0001
lr_refinement: 1e-05
dropout: 0.0
seed: 3407
weight_decay: 1e-05
stage: refinement
checkpoint_dir: /project/6105494/sunset/VQ-Projects/VQ-Transplant/checkpoint/Refinement/ImageNet
results_dir: /project/6105494/sunset/VQ-Projects/VQ-Transplant/results/Refinement/ImageNet
saver_dir: /project/6105494/sunset/VQ-Projects/VQ-Transplant/saver/Refinement/ImageNet
reconstruction_dir: /project/6105494/sunset/VQ-Projects/VQ-Transplant/reconstruction/Refinement/ImageNet
yaml_dir: /project/6105494/sunset/VQ-Projects/VQ-Transplant/yaml/Refinement/ImageNet
pretrained_tokenizer: /project/6105494/sunset/VQ-Projects/VQ-Transplant/pretrained_tokenizer/vae_ch160v4096z32.pth
checkpoint_name: checkpoint-fsq_transplant_ImageNet_model_8_2_4_loss_1.0_0.4.pth.tar
nnodes: -1
node_rank: -1
local_rank: 0
dist_url: tcp://224.66.41.62:23456
dist_backend: nccl
world_size: 2
batch_size: 32
ms_token_size: (1, 2, 3, 4, 5, 6, 8, 10, 13, 16)
init_checkpoint_dir: /project/6105494/sunset/VQ-Projects/VQ-Transplant/checkpoint/
data_pre: ImageNet
model_pre: model_8_2_4
loss_pre: loss_1.0_0.4
training_pre: fsq_refinement
saver_name_pre: fsq_refinement_ImageNet_model_8_2_4_loss_1.0_0.4
| distributed init (rank 0): env://
| distributed init (rank 1): env://
VQ Model Parameters: 108761795
loaded pretrained LPIPS loss from /project/6105494/sunset/VQ-Projects/VQ-Transplant/code/models/cache/vgg.pth
dataset name: ImageNet
len train_set: 1281167
len val_set: 50000
Start training...
epoch:1, cur_lr:0.000010
Train Epoch: [1/5] Iters:[10/20018] gen_loss 1.3524, rec_loss 0.0284, lpips_loss 0.2275, g_loss 0.2033, disc_weight 0.4000, disc_adaptive_weight 4.8135, d_loss 2.4849, logits_real -0.1200, logits_fake -0.1994,
Train Epoch: [4/5] Iters:[14410/20018] gen_loss 0.2764, rec_loss 0.0339, lpips_loss 0.2124, g_loss 0.0063, disc_weight 0.4000, disc_adaptive_weight 4.6898, d_loss 0.4000, logits_real -0.0056, logits_fake -0.0063,
Train Epoch: [4/5] Iters:[14420/20018] gen_loss 0.2770, rec_loss 0.0337, lpips_loss 0.2127, g_loss 0.0066, disc_weight 0.4000, disc_adaptive_weight 4.6188, d_loss 0.4000, logits_real -0.0056, logits_fake -0.0063,
Train Epoch: [4/5] Iters:[14430/20018] gen_loss 0.2759, rec_loss 0.0336, lpips_loss 0.2120, g_loss 0.0066, disc_weight 0.4000, disc_adaptive_weight 4.5670, d_loss 0.4000, logits_real -0.0055, logits_fake -0.0062,
Train Epoch: [4/5] Iters:[14440/20018] gen_loss 0.2762, rec_loss 0.0333, lpips_loss 0.2114, g_loss 0.0067, disc_weight 0.4000, disc_adaptive_weight 4.6780, d_loss 0.4001, logits_real -0.0057, logits_fake -0.0063,
Train Epoch: [4/5] Iters:[14450/20018] gen_loss 0.2781, rec_loss 0.0333, lpips_loss 0.2124, g_loss 0.0067, disc_weight 0.4000, disc_adaptive_weight 4.7725, d_loss 0.4001, logits_real -0.0059, logits_fake -0.0063,
Train Epoch: [4/5] Iters:[14460/20018] gen_loss 0.2791, rec_loss 0.0334, lpips_loss 0.2123, g_loss 0.0071, disc_weight 0.4000, disc_adaptive_weight 4.7091, d_loss 0.4001, logits_real -0.0063, logits_fake -0.0065,
Train Epoch: [4/5] Iters:[14470/20018] gen_loss 0.2810, rec_loss 0.0336, lpips_loss 0.2127, g_loss 0.0073, disc_weight 0.4000, disc_adaptive_weight 4.7504, d_loss 0.4001, logits_real -0.0067, logits_fake -0.0069,
Train Epoch: [4/5] Iters:[14480/20018] gen_loss 0.2843, rec_loss 0.0341, lpips_loss 0.2133, g_loss 0.0077, disc_weight 0.4000, disc_adaptive_weight 4.7841, d_loss 0.4001, logits_real -0.0071, logits_fake -0.0074,
Train Epoch: [4/5] Iters:[14490/20018] gen_loss 0.2868, rec_loss 0.0348, lpips_loss 0.2141, g_loss 0.0080, disc_weight 0.4000, disc_adaptive_weight 4.7143, d_loss 0.4001, logits_real -0.0074, logits_fake -0.0076,
Train Epoch: [4/5] Iters:[14500/20018] gen_loss 0.2849, rec_loss 0.0351, lpips_loss 0.2134, g_loss 0.0078, disc_weight 0.4000, disc_adaptive_weight 4.6599, d_loss 0.4001, logits_real -0.0071, logits_fake -0.0076,
Train Epoch: [4/5] Iters:[14510/20018] gen_loss 0.2841, rec_loss 0.0350, lpips_loss 0.2136, g_loss 0.0074, disc_weight 0.4000, disc_adaptive_weight 4.7850, d_loss 0.4001, logits_real -0.0068, logits_fake -0.0073,
Train Epoch: [4/5] Iters:[14520/20018] gen_loss 0.2823, rec_loss 0.0352, lpips_loss 0.2137, g_loss 0.0070, disc_weight 0.4000, disc_adaptive_weight 4.7287, d_loss 0.4001, logits_real -0.0064, logits_fake -0.0069,
Train Epoch: [4/5] Iters:[14530/20018] gen_loss 0.2791, rec_loss 0.0348, lpips_loss 0.2130, g_loss 0.0068, disc_weight 0.4000, disc_adaptive_weight 4.6016, d_loss 0.4001, logits_real -0.0063, logits_fake -0.0069,
Train Epoch: [4/5] Iters:[14540/20018] gen_loss 0.2807, rec_loss 0.0346, lpips_loss 0.2132, g_loss 0.0069, disc_weight 0.4000, disc_adaptive_weight 4.7232, d_loss 0.4000, logits_real -0.0063, logits_fake -0.0069,
Train Epoch: [4/5] Iters:[14550/20018] gen_loss 0.2842, rec_loss 0.0346, lpips_loss 0.2135, g_loss 0.0075, disc_weight 0.4000, disc_adaptive_weight 4.7791, d_loss 0.4000, logits_real -0.0066, logits_fake -0.0074,
Train Epoch: [4/5] Iters:[14560/20018] gen_loss 0.2875, rec_loss 0.0349, lpips_loss 0.2137, g_loss 0.0080, disc_weight 0.4000, disc_adaptive_weight 4.7904, d_loss 0.4000, logits_real -0.0070, logits_fake -0.0081,
Train Epoch: [4/5] Iters:[14570/20018] gen_loss 0.2906, rec_loss 0.0352, lpips_loss 0.2136, g_loss 0.0086, disc_weight 0.4000, disc_adaptive_weight 4.8127, d_loss 0.4000, logits_real -0.0077, logits_fake -0.0086,
Train Epoch: [4/5] Iters:[14580/20018] gen_loss 0.2924, rec_loss 0.0352, lpips_loss 0.2143, g_loss 0.0087, disc_weight 0.4000, disc_adaptive_weight 4.8971, d_loss 0.4001, logits_real -0.0080, logits_fake -0.0086,
Train Epoch: [4/5] Iters:[14590/20018] gen_loss 0.2906, rec_loss 0.0353, lpips_loss 0.2134, g_loss 0.0086, disc_weight 0.4000, disc_adaptive_weight 4.8560, d_loss 0.4000, logits_real -0.0080, logits_fake -0.0087,
Train Epoch: [4/5] Iters:[14600/20018] gen_loss 0.2885, rec_loss 0.0357, lpips_loss 0.2132, g_loss 0.0083, disc_weight 0.4000, disc_adaptive_weight 4.7562, d_loss 0.4000, logits_real -0.0079, logits_fake -0.0085,
Train Epoch: [4/5] Iters:[14610/20018] gen_loss 0.2864, rec_loss 0.0352, lpips_loss 0.2124, g_loss 0.0080, disc_weight 0.4000, disc_adaptive_weight 4.7609, d_loss 0.4001, logits_real -0.0079, logits_fake -0.0084,
Train Epoch: [4/5] Iters:[14620/20018] gen_loss 0.2851, rec_loss 0.0350, lpips_loss 0.2124, g_loss 0.0078, disc_weight 0.4000, disc_adaptive_weight 4.7939, d_loss 0.4001, logits_real -0.0075, logits_fake -0.0080,
Train Epoch: [4/5] Iters:[14630/20018] gen_loss 0.2859, rec_loss 0.0354, lpips_loss 0.2130, g_loss 0.0078, disc_weight 0.4000, disc_adaptive_weight 4.7793, d_loss 0.4000, logits_real -0.0073, logits_fake -0.0080,
Train Epoch: [4/5] Iters:[14640/20018] gen_loss 0.2872, rec_loss 0.0359, lpips_loss 0.2146, g_loss 0.0077, disc_weight 0.4000, disc_adaptive_weight 4.7049, d_loss 0.4000, logits_real -0.0073, logits_fake -0.0079,
Train Epoch: [4/5] Iters:[14650/20018] gen_loss 0.2880, rec_loss 0.0352, lpips_loss 0.2135, g_loss 0.0082, disc_weight 0.4000, disc_adaptive_weight 4.7836, d_loss 0.4001, logits_real -0.0076, logits_fake -0.0080,
Train Epoch: [4/5] Iters:[14660/20018] gen_loss 0.2897, rec_loss 0.0360, lpips_loss 0.2151, g_loss 0.0081, disc_weight 0.4000, disc_adaptive_weight 4.7206, d_loss 0.4001, logits_real -0.0073, logits_fake -0.0078,
Train Epoch: [4/5] Iters:[14670/20018] gen_loss 0.2895, rec_loss 0.0357, lpips_loss 0.2145, g_loss 0.0083, disc_weight 0.4000, disc_adaptive_weight 4.7165, d_loss 0.4001, logits_real -0.0075, logits_fake -0.0081,
Train Epoch: [4/5] Iters:[14680/20018] gen_loss 0.2883, rec_loss 0.0353, lpips_loss 0.2129, g_loss 0.0083, disc_weight 0.4000, disc_adaptive_weight 4.8038, d_loss 0.4001, logits_real -0.0075, logits_fake -0.0081,
Train Epoch: [4/5] Iters:[14690/20018] gen_loss 0.2872, rec_loss 0.0350, lpips_loss 0.2124, g_loss 0.0081, disc_weight 0.4000, disc_adaptive_weight 4.9120, d_loss 0.4001, logits_real -0.0072, logits_fake -0.0078,
Train Epoch: [4/5] Iters:[14700/20018] gen_loss 0.2880, rec_loss 0.0358, lpips_loss 0.2139, g_loss 0.0077, disc_weight 0.4000, disc_adaptive_weight 4.9531, d_loss 0.4001, logits_real -0.0069, logits_fake -0.0075,
Train Epoch: [4/5] Iters:[14710/20018] gen_loss 0.2862, rec_loss 0.0358, lpips_loss 0.2121, g_loss 0.0075, disc_weight 0.4000, disc_adaptive_weight 5.0741, d_loss 0.4001, logits_real -0.0070, logits_fake -0.0074,
Train Epoch: [4/5] Iters:[14720/20018] gen_loss 0.2845, rec_loss 0.0359, lpips_loss 0.2122, g_loss 0.0073, disc_weight 0.4000, disc_adaptive_weight 4.9748, d_loss 0.4001, logits_real -0.0066, logits_fake -0.0072,
Train Epoch: [4/5] Iters:[14730/20018] gen_loss 0.2838, rec_loss 0.0355, lpips_loss 0.2123, g_loss 0.0073, disc_weight 0.4000, disc_adaptive_weight 4.9229, d_loss 0.4001, logits_real -0.0068, logits_fake -0.0073,
Train Epoch: [4/5] Iters:[14740/20018] gen_loss 0.2847, rec_loss 0.0356, lpips_loss 0.2129, g_loss 0.0074, disc_weight 0.4000, disc_adaptive_weight 4.8881, d_loss 0.4000, logits_real -0.0069, logits_fake -0.0076,
Train Epoch: [4/5] Iters:[14750/20018] gen_loss 0.2825, rec_loss 0.0349, lpips_loss 0.2130, g_loss 0.0072, disc_weight 0.4000, disc_adaptive_weight 4.7965, d_loss 0.4001, logits_real -0.0068, logits_fake -0.0074,
Train Epoch: [4/5] Iters:[14760/20018] gen_loss 0.2834, rec_loss 0.0348, lpips_loss 0.2137, g_loss 0.0073, disc_weight 0.4000, disc_adaptive_weight 4.7596, d_loss 0.4000, logits_real -0.0065, logits_fake -0.0073,
Train Epoch: [4/5] Iters:[14770/20018] gen_loss 0.2823, rec_loss 0.0346, lpips_loss 0.2133, g_loss 0.0070, disc_weight 0.4000, disc_adaptive_weight 4.8817, d_loss 0.4000, logits_real -0.0064, logits_fake -0.0071,
Train Epoch: [4/5] Iters:[14780/20018] gen_loss 0.2841, rec_loss 0.0351, lpips_loss 0.2141, g_loss 0.0071, disc_weight 0.4000, disc_adaptive_weight 4.9127, d_loss 0.4000, logits_real -0.0062, logits_fake -0.0070,
Train Epoch: [4/5] Iters:[14790/20018] gen_loss 0.2835, rec_loss 0.0346, lpips_loss 0.2139, g_loss 0.0071, disc_weight 0.4000, disc_adaptive_weight 4.9159, d_loss 0.4000, logits_real -0.0062, logits_fake -0.0071,
Train Epoch: [4/5] Iters:[14800/20018] gen_loss 0.2838, rec_loss 0.0349, lpips_loss 0.2128, g_loss 0.0072, disc_weight 0.4000, disc_adaptive_weight 4.9226, d_loss 0.4000, logits_real -0.0062, logits_fake -0.0072,
Train Epoch: [4/5] Iters:[14810/20018] gen_loss 0.2829, rec_loss 0.0346, lpips_loss 0.2140, g_loss 0.0071, disc_weight 0.4000, disc_adaptive_weight 4.7576, d_loss 0.4000, logits_real -0.0063, logits_fake -0.0072,
Train Epoch: [4/5] Iters:[14820/20018] gen_loss 0.2828, rec_loss 0.0341, lpips_loss 0.2144, g_loss 0.0072, disc_weight 0.4000, disc_adaptive_weight 4.7394, d_loss 0.4000, logits_real -0.0064, logits_fake -0.0073,
Train Epoch: [4/5] Iters:[14830/20018] gen_loss 0.2824, rec_loss 0.0345, lpips_loss 0.2147, g_loss 0.0069, disc_weight 0.4000, disc_adaptive_weight 4.7368, d_loss 0.4001, logits_real -0.0062, logits_fake -0.0069,
Train Epoch: [4/5] Iters:[14840/20018] gen_loss 0.2831, rec_loss 0.0352, lpips_loss 0.2142, g_loss 0.0071, disc_weight 0.4000, disc_adaptive_weight 4.7456, d_loss 0.4001, logits_real -0.0063, logits_fake -0.0068,
Train Epoch: [4/5] Iters:[14850/20018] gen_loss 0.2826, rec_loss 0.0351, lpips_loss 0.2140, g_loss 0.0070, disc_weight 0.4000, disc_adaptive_weight 4.7727, d_loss 0.4001, logits_real -0.0064, logits_fake -0.0068,
Train Epoch: [4/5] Iters:[14860/20018] gen_loss 0.2833, rec_loss 0.0351, lpips_loss 0.2127, g_loss 0.0074, disc_weight 0.4000, disc_adaptive_weight 4.8022, d_loss 0.4001, logits_real -0.0068, logits_fake -0.0071,
Train Epoch: [4/5] Iters:[14870/20018] gen_loss 0.2848, rec_loss 0.0361, lpips_loss 0.2125, g_loss 0.0076, disc_weight 0.4000, disc_adaptive_weight 4.7464, d_loss 0.4001, logits_real -0.0070, logits_fake -0.0074,
Train Epoch: [4/5] Iters:[14880/20018] gen_loss 0.2844, rec_loss 0.0360, lpips_loss 0.2119, g_loss 0.0076, disc_weight 0.4000, disc_adaptive_weight 4.7731, d_loss 0.4001, logits_real -0.0071, logits_fake -0.0075,
Train Epoch: [4/5] Iters:[14890/20018] gen_loss 0.2871, rec_loss 0.0358, lpips_loss 0.2125, g_loss 0.0078, disc_weight 0.4000, disc_adaptive_weight 4.9396, d_loss 0.4002, logits_real -0.0075, logits_fake -0.0076,
Train Epoch: [4/5] Iters:[14900/20018] gen_loss 0.2888, rec_loss 0.0355, lpips_loss 0.2126, g_loss 0.0080, disc_weight 0.4000, disc_adaptive_weight 5.0086, d_loss 0.4001, logits_real -0.0077, logits_fake -0.0081,
Train Epoch: [4/5] Iters:[14910/20018] gen_loss 0.2910, rec_loss 0.0356, lpips_loss 0.2137, g_loss 0.0080, disc_weight 0.4000, disc_adaptive_weight 5.1486, d_loss 0.4001, logits_real -0.0077, logits_fake -0.0081,
Train Epoch: [4/5] Iters:[14920/20018] gen_loss 0.2923, rec_loss 0.0347, lpips_loss 0.2144, g_loss 0.0082, disc_weight 0.4000, disc_adaptive_weight 5.2105, d_loss 0.4001, logits_real -0.0080, logits_fake -0.0083,
Train Epoch: [4/5] Iters:[14930/20018] gen_loss 0.2935, rec_loss 0.0344, lpips_loss 0.2142, g_loss 0.0086, disc_weight 0.4000, disc_adaptive_weight 5.1787, d_loss 0.4001, logits_real -0.0083, logits_fake -0.0086,
Train Epoch: [4/5] Iters:[14940/20018] gen_loss 0.2911, rec_loss 0.0347, lpips_loss 0.2143, g_loss 0.0084, disc_weight 0.4000, disc_adaptive_weight 4.9494, d_loss 0.4001, logits_real -0.0082, logits_fake -0.0086,
Train Epoch: [4/5] Iters:[14950/20018] gen_loss 0.2893, rec_loss 0.0348, lpips_loss 0.2145, g_loss 0.0082, disc_weight 0.4000, disc_adaptive_weight 4.8572, d_loss 0.4001, logits_real -0.0081, logits_fake -0.0083,
Train Epoch: [4/5] Iters:[14960/20018] gen_loss 0.2868, rec_loss 0.0343, lpips_loss 0.2131, g_loss 0.0081, disc_weight 0.4000, disc_adaptive_weight 4.7945, d_loss 0.4001, logits_real -0.0078, logits_fake -0.0081,
Train Epoch: [4/5] Iters:[14970/20018] gen_loss 0.2843, rec_loss 0.0350, lpips_loss 0.2126, g_loss 0.0077, disc_weight 0.4000, disc_adaptive_weight 4.6424, d_loss 0.4001, logits_real -0.0075, logits_fake -0.0080,
Train Epoch: [4/5] Iters:[14980/20018] gen_loss 0.2855, rec_loss 0.0355, lpips_loss 0.2132, g_loss 0.0077, disc_weight 0.4000, disc_adaptive_weight 4.7014, d_loss 0.4001, logits_real -0.0075, logits_fake -0.0080,
Train Epoch: [4/5] Iters:[14990/20018] gen_loss 0.2849, rec_loss 0.0346, lpips_loss 0.2125, g_loss 0.0076, disc_weight 0.4000, disc_adaptive_weight 4.8788, d_loss 0.4001, logits_real -0.0076, logits_fake -0.0080,
Train Epoch: [4/5] Iters:[15000/20018] gen_loss 0.2856, rec_loss 0.0338, lpips_loss 0.2118, g_loss 0.0079, disc_weight 0.4000, disc_adaptive_weight 4.9866, d_loss 0.4001, logits_real -0.0077, logits_fake -0.0080,
Train Epoch: [4/5] Iters:[15010/20018] gen_loss 0.2847, rec_loss 0.0341, lpips_loss 0.2118, g_loss 0.0078, disc_weight 0.4000, disc_adaptive_weight 4.9289, d_loss 0.4001, logits_real -0.0077, logits_fake -0.0081,
Train Epoch: [4/5] Iters:[15020/20018] gen_loss 0.2828, rec_loss 0.0335, lpips_loss 0.2111, g_loss 0.0077, disc_weight 0.4000, disc_adaptive_weight 4.9105, d_loss 0.4001, logits_real -0.0075, logits_fake -0.0077,
Train Epoch: [4/5] Iters:[15030/20018] gen_loss 0.2788, rec_loss 0.0326, lpips_loss 0.2097, g_loss 0.0076, disc_weight 0.4000, disc_adaptive_weight 4.8086, d_loss 0.4001, logits_real -0.0072, logits_fake -0.0076,
Train Epoch: [4/5] Iters:[15040/20018] gen_loss 0.2778, rec_loss 0.0330, lpips_loss 0.2099, g_loss 0.0074, disc_weight 0.4000, disc_adaptive_weight 4.6532, d_loss 0.4000, logits_real -0.0067, logits_fake -0.0075,
Train Epoch: [4/5] Iters:[15050/20018] gen_loss 0.2781, rec_loss 0.0337, lpips_loss 0.2114, g_loss 0.0072, disc_weight 0.4000, disc_adaptive_weight 4.5435, d_loss 0.4001, logits_real -0.0065, logits_fake -0.0071,
Train Epoch: [4/5] Iters:[15060/20018] gen_loss 0.2767, rec_loss 0.0332, lpips_loss 0.2111, g_loss 0.0072, disc_weight 0.4000, disc_adaptive_weight 4.4714, d_loss 0.4000, logits_real -0.0064, logits_fake -0.0071,
Train Epoch: [4/5] Iters:[15070/20018] gen_loss 0.2804, rec_loss 0.0339, lpips_loss 0.2121, g_loss 0.0074, disc_weight 0.4000, disc_adaptive_weight 4.6041, d_loss 0.4000, logits_real -0.0065, logits_fake -0.0074,
Train Epoch: [4/5] Iters:[15080/20018] gen_loss 0.2825, rec_loss 0.0345, lpips_loss 0.2136, g_loss 0.0073, disc_weight 0.4000, disc_adaptive_weight 4.6347, d_loss 0.4000, logits_real -0.0067, logits_fake -0.0073,
Train Epoch: [4/5] Iters:[15090/20018] gen_loss 0.2842, rec_loss 0.0345, lpips_loss 0.2129, g_loss 0.0075, disc_weight 0.4000, disc_adaptive_weight 4.8316, d_loss 0.4001, logits_real -0.0067, logits_fake -0.0073,
Train Epoch: [4/5] Iters:[15100/20018] gen_loss 0.2831, rec_loss 0.0347, lpips_loss 0.2112, g_loss 0.0076, disc_weight 0.4000, disc_adaptive_weight 4.8585, d_loss 0.4000, logits_real -0.0067, logits_fake -0.0073,
Train Epoch: [4/5] Iters:[15110/20018] gen_loss 0.2850, rec_loss 0.0356, lpips_loss 0.2122, g_loss 0.0073, disc_weight 0.4000, disc_adaptive_weight 5.0009, d_loss 0.4000, logits_real -0.0065, logits_fake -0.0071,
Train Epoch: [4/5] Iters:[15120/20018] gen_loss 0.2850, rec_loss 0.0357, lpips_loss 0.2124, g_loss 0.0071, disc_weight 0.4000, disc_adaptive_weight 5.0887, d_loss 0.4001, logits_real -0.0064, logits_fake -0.0068,
Train Epoch: [4/5] Iters:[15130/20018] gen_loss 0.2861, rec_loss 0.0358, lpips_loss 0.2121, g_loss 0.0071, disc_weight 0.4000, disc_adaptive_weight 5.2882, d_loss 0.4002, logits_real -0.0064, logits_fake -0.0064,
Train Epoch: [4/5] Iters:[15140/20018] gen_loss 0.2845, rec_loss 0.0358, lpips_loss 0.2125, g_loss 0.0071, disc_weight 0.4000, disc_adaptive_weight 5.0490, d_loss 0.4002, logits_real -0.0067, logits_fake -0.0066,
Train Epoch: [4/5] Iters:[15150/20018] gen_loss 0.2848, rec_loss 0.0355, lpips_loss 0.2131, g_loss 0.0072, disc_weight 0.4000, disc_adaptive_weight 4.9851, d_loss 0.4002, logits_real -0.0069, logits_fake -0.0069,
Train Epoch: [4/5] Iters:[15160/20018] gen_loss 0.2868, rec_loss 0.0353, lpips_loss 0.2126, g_loss 0.0077, disc_weight 0.4000, disc_adaptive_weight 5.0382, d_loss 0.4003, logits_real -0.0075, logits_fake -0.0071,
Train Epoch: [4/5] Iters:[15170/20018] gen_loss 0.2863, rec_loss 0.0353, lpips_loss 0.2125, g_loss 0.0079, disc_weight 0.4000, disc_adaptive_weight 4.8289, d_loss 0.4003, logits_real -0.0078, logits_fake -0.0073,
Train Epoch: [4/5] Iters:[15180/20018] gen_loss 0.2840, rec_loss 0.0345, lpips_loss 0.2118, g_loss 0.0081, disc_weight 0.4000, disc_adaptive_weight 4.6460, d_loss 0.4002, logits_real -0.0078, logits_fake -0.0077,
Train Epoch: [4/5] Iters:[15190/20018] gen_loss 0.2839, rec_loss 0.0346, lpips_loss 0.2120, g_loss 0.0079, disc_weight 0.4000, disc_adaptive_weight 4.7085, d_loss 0.4002, logits_real -0.0075, logits_fake -0.0076,
Train Epoch: [4/5] Iters:[15200/20018] gen_loss 0.2857, rec_loss 0.0345, lpips_loss 0.2125, g_loss 0.0078, disc_weight 0.4000, disc_adaptive_weight 4.9460, d_loss 0.4002, logits_real -0.0074, logits_fake -0.0075,
Train Epoch: [4/5] Iters:[15210/20018] gen_loss 0.2860, rec_loss 0.0351, lpips_loss 0.2137, g_loss 0.0074, disc_weight 0.4000, disc_adaptive_weight 5.0146, d_loss 0.4001, logits_real -0.0070, logits_fake -0.0074,
Train Epoch: [4/5] Iters:[15220/20018] gen_loss 0.2855, rec_loss 0.0347, lpips_loss 0.2137, g_loss 0.0071, disc_weight 0.4000, disc_adaptive_weight 5.1842, d_loss 0.4001, logits_real -0.0071, logits_fake -0.0073,
Train Epoch: [4/5] Iters:[15230/20018] gen_loss 0.2852, rec_loss 0.0358, lpips_loss 0.2148, g_loss 0.0065, disc_weight 0.4000, disc_adaptive_weight 5.2471, d_loss 0.4002, logits_real -0.0065, logits_fake -0.0067,
Train Epoch: [4/5] Iters:[15240/20018] gen_loss 0.2842, rec_loss 0.0360, lpips_loss 0.2152, g_loss 0.0061, disc_weight 0.4000, disc_adaptive_weight 5.2945, d_loss 0.4002, logits_real -0.0062, logits_fake -0.0062,
Train Epoch: [4/5] Iters:[15250/20018] gen_loss 0.2816, rec_loss 0.0359, lpips_loss 0.2146, g_loss 0.0058, disc_weight 0.4000, disc_adaptive_weight 5.3079, d_loss 0.4002, logits_real -0.0059, logits_fake -0.0060,
Train Epoch: [4/5] Iters:[15260/20018] gen_loss 0.2784, rec_loss 0.0352, lpips_loss 0.2144, g_loss 0.0054, disc_weight 0.4000, disc_adaptive_weight 5.2240, d_loss 0.4002, logits_real -0.0056, logits_fake -0.0056,
Train Epoch: [4/5] Iters:[15270/20018] gen_loss 0.2779, rec_loss 0.0355, lpips_loss 0.2145, g_loss 0.0053, disc_weight 0.4000, disc_adaptive_weight 5.1919, d_loss 0.4001, logits_real -0.0051, logits_fake -0.0054,
Train Epoch: [4/5] Iters:[15280/20018] gen_loss 0.2769, rec_loss 0.0352, lpips_loss 0.2138, g_loss 0.0055, disc_weight 0.4000, disc_adaptive_weight 4.9825, d_loss 0.4001, logits_real -0.0053, logits_fake -0.0056,
Train Epoch: [4/5] Iters:[15290/20018] gen_loss 0.2766, rec_loss 0.0344, lpips_loss 0.2137, g_loss 0.0057, disc_weight 0.4000, disc_adaptive_weight 4.9420, d_loss 0.4001, logits_real -0.0054, logits_fake -0.0058,
Train Epoch: [4/5] Iters:[15300/20018] gen_loss 0.2750, rec_loss 0.0345, lpips_loss 0.2140, g_loss 0.0056, disc_weight 0.4000, disc_adaptive_weight 4.8002, d_loss 0.4001, logits_real -0.0051, logits_fake -0.0056,
Train Epoch: [4/5] Iters:[15310/20018] gen_loss 0.2733, rec_loss 0.0343, lpips_loss 0.2143, g_loss 0.0053, disc_weight 0.4000, disc_adaptive_weight 4.7118, d_loss 0.4000, logits_real -0.0047, logits_fake -0.0053,
Train Epoch: [4/5] Iters:[15320/20018] gen_loss 0.2705, rec_loss 0.0336, lpips_loss 0.2134, g_loss 0.0050, disc_weight 0.4000, disc_adaptive_weight 4.7353, d_loss 0.4001, logits_real -0.0045, logits_fake -0.0051,
Train Epoch: [4/5] Iters:[15330/20018] gen_loss 0.2705, rec_loss 0.0337, lpips_loss 0.2133, g_loss 0.0048, disc_weight 0.4000, disc_adaptive_weight 4.8978, d_loss 0.4001, logits_real -0.0045, logits_fake -0.0050,
Train Epoch: [4/5] Iters:[15340/20018] gen_loss 0.2715, rec_loss 0.0340, lpips_loss 0.2126, g_loss 0.0049, disc_weight 0.4000, disc_adaptive_weight 5.1017, d_loss 0.4000, logits_real -0.0045, logits_fake -0.0051,
Train Epoch: [4/5] Iters:[15350/20018] gen_loss 0.2716, rec_loss 0.0336, lpips_loss 0.2122, g_loss 0.0051, disc_weight 0.4000, disc_adaptive_weight 5.1064, d_loss 0.4001, logits_real -0.0049, logits_fake -0.0052,
Train Epoch: [4/5] Iters:[15360/20018] gen_loss 0.2724, rec_loss 0.0339, lpips_loss 0.2116, g_loss 0.0053, disc_weight 0.4000, disc_adaptive_weight 5.0777, d_loss 0.4001, logits_real -0.0053, logits_fake -0.0054,
Train Epoch: [4/5] Iters:[15370/20018] gen_loss 0.2745, rec_loss 0.0342, lpips_loss 0.2123, g_loss 0.0057, disc_weight 0.4000, disc_adaptive_weight 4.9526, d_loss 0.4001, logits_real -0.0055, logits_fake -0.0056,
Train Epoch: [4/5] Iters:[15380/20018] gen_loss 0.2722, rec_loss 0.0332, lpips_loss 0.2111, g_loss 0.0059, disc_weight 0.4000, disc_adaptive_weight 4.7525, d_loss 0.4001, logits_real -0.0056, logits_fake -0.0059,
Train Epoch: [4/5] Iters:[15390/20018] gen_loss 0.2722, rec_loss 0.0334, lpips_loss 0.2102, g_loss 0.0061, disc_weight 0.4000, disc_adaptive_weight 4.6634, d_loss 0.4001, logits_real -0.0058, logits_fake -0.0061,
Train Epoch: [4/5] Iters:[15400/20018] gen_loss 0.2746, rec_loss 0.0338, lpips_loss 0.2107, g_loss 0.0063, disc_weight 0.4000, disc_adaptive_weight 4.7313, d_loss 0.4001, logits_real -0.0058, logits_fake -0.0063,
Train Epoch: [4/5] Iters:[15410/20018] gen_loss 0.2769, rec_loss 0.0335, lpips_loss 0.2110, g_loss 0.0067, disc_weight 0.4000, disc_adaptive_weight 4.7853, d_loss 0.4001, logits_real -0.0061, logits_fake -0.0066,
